zip_code,academic_results,creative_school_certification,school_survey_involved_families,school_survey_effective_leaders,culture_climate_rating,student_attendance,non_academic_education_score,final_score_per_zip
60601,0.6363636363636364,0.7755102040816326,0.5185185185185185,0.5172413793103449,0.5357142857142857,0.0,0.5520605723627245,0.5942121043631805
60602,0.6363636363636364,0.7755102040816326,0.5185185185185185,0.5172413793103449,0.5357142857142857,0.0,0.5520605723627245,0.5942121043631805
60603,0.6363636363636364,0.7755102040816326,0.5185185185185185,0.5172413793103449,0.5357142857142857,0.0,0.5520605723627245,0.5942121043631805
60604,1.0,1.0,0.3333333333333333,0.1724137931034483,0.3571428571428571,0.7681432610744585,0.3719621645315292,0.6859810822657646
60605,1.0,1.0,0.3333333333333333,0.1724137931034483,0.3571428571428571,0.7681432610744585,0.3719621645315292,0.6859810822657646
60606,1.0,1.0,0.3333333333333333,0.1724137931034483,0.3571428571428571,0.7681432610744585,0.3719621645315292,0.6859810822657646
60607,0.2032915360501567,0.7306122448979591,0.6296296296296295,0.5862068965517242,0.6428571428571428,1.0,0.6422118335780638,0.4227516848141102
60608,0.1338446036721898,0.5510204081632653,0.4259259259259259,0.480295566502463,0.4591836734693877,0.526082070615529,0.3918790950463974,0.2628618493592937
60609,0.1448391965633345,0.5343915343915343,0.4156378600823046,0.5300127713920818,0.3835978835978836,0.6706300297252232,0.3722412127303473,0.2585402046468409
60610,0.2475369458128078,0.6793002915451893,0.5449735449735451,0.4679802955665025,0.4591836734693877,0.7651137740675922,0.4793110677343188,0.3634240067735633
60611,0.2475369458128078,0.6793002915451893,0.5449735449735451,0.4679802955665025,0.4591836734693877,0.7651137740675922,0.4793110677343188,0.3634240067735633
60612,0.1904047976011994,0.3362910381543922,0.1400966183574878,0.472263868065967,0.3741496598639455,0.4418514117116748,0.1710320732117424,0.1807184354064709
60613,0.0999776085982982,0.6151603498542273,0.492063492063492,0.4187192118226601,0.4081632653061224,0.827049952874647,0.3984568906055747,0.2492172496019364
60614,0.1058973354231974,0.7755102040816326,0.5185185185185185,0.3448275862068966,0.7142857142857143,0.8977379830348726,0.5543514072381567,0.330124371330677
60615,0.2270985719261581,0.5510204081632653,0.3744855967078189,0.4022988505747127,0.2777777777777777,0.6416902293433876,0.2762357034628545,0.2516671376945063
60616,0.1313815494849977,0.39067055393586,0.5449735449735451,0.6896551724137931,0.7142857142857143,0.722196041470311,0.5493077611118086,0.3403446552984032
60617,0.1173226518054104,0.5011337868480725,0.3196159122085048,0.4789272030651341,0.3159340659340659,0.6912591196285826,0.2799665607530565,0.1986446062792334
60618,0.2320986635868668,0.7636949516648764,0.4697855750487328,0.5535390199637024,0.6547619047619049,0.776700233146486,0.5873280741503715,0.4097133688686191
60619,0.0645933014354067,0.4564983888292158,0.2358674463937622,0.5716878402903811,0.5263157894736843,0.6164740314499728,0.3449822411436913,0.204787771289549
60620,0.140424622399544,0.0,0.1818181818181817,0.470219435736677,0.211038961038961,0.660504669694114,0.0,0.070212311199772
60621,0.161337513061651,0.2217687074829931,0.1358024691358024,0.3333333333333333,0.2142857142857143,0.6371347785108398,0.0156676062872821,0.0885025596744665
60622,0.1598746081504702,0.6632653061224489,0.287037037037037,0.3879310344827586,0.3794642857142857,0.5799363807728565,0.3179460356876593,0.2389103219190647
60623,0.1679190484971418,0.4189675870348139,0.2679738562091503,0.486815415821501,0.4004329004329004,0.5599600820535566,0.2645565629317677,0.2162378057144547
60624,0.202936809107408,0.1693877551020407,0.2222222222222221,0.4655172413793104,0.4511278195488722,0.5982439605139145,0.1656204474071671,0.1842786282572876
60625,0.2177115987460815,0.7306122448979591,0.5061728395061729,0.4482758620689655,0.5357142857142857,0.8506126295947224,0.5051067803790525,0.361409189562567
60626,0.2081280788177339,0.8075801749271138,0.2804232804232804,0.3201970443349753,0.1530612244897959,0.7428975360172345,0.2597469254754408,0.2339375021465874
60628,0.1828840125391849,0.263673469387755,0.1703703703703703,0.4482758620689655,0.4000000000000001,0.543920829406221,0.1559716831212301,0.1694278478302075
60629,0.0925156739811912,0.4612244897959182,0.462962962962963,0.5,0.4464285714285714,0.7450518378887842,0.3748364956551271,0.2336760848181591
60630,0.0,0.7306122448979591,0.4074074074074075,0.4482758620689655,0.5,0.868873704052781,0.4550760779760965,0.2275380389880482
60631,0.1990595611285266,0.2944606413994168,0.5978835978835979,0.6650246305418719,0.8673469387755102,0.6263744894753377,0.5809791160169891,0.3900193385727579
60632,0.1863582315425359,0.3342716396903588,0.5121328224776501,0.6242568370986921,0.6034482758620691,0.6906301797263488,0.4505425236988428,0.3184503776206894
60633,0.0,0.5510204081632653,0.3333333333333333,0.3448275862068966,0.1785714285714285,0.805843543826579,0.2026367410245883,0.1013183705122941
60634,0.1602965999517723,0.6200941915227628,0.4472934472934472,0.5437665782493369,0.3846153846153847,0.7897121728412962,0.4213975793045296,0.290847089628151
60636,0.1091150229081263,0.3092621664050236,0.3618233618233619,0.623342175066313,0.7417582417582419,0.5776480823606182,0.4364337355394174,0.2727743792237719
60637,0.0789576802507837,0.1862244897959183,0.2175925925925926,0.4956896551724138,0.3125,0.6409048067860511,0.1298130396657122,0.1043853599582479
60638,0.140495867768595,0.5918367346938774,0.569023569023569,0.579937304075235,0.5844155844155844,0.7730700025704744,0.543961000051348,0.3422284339099715
60639,0.2146355799373041,0.5790816326530611,0.5185185185185185,0.5818965517241379,0.5580357142857143,0.7311793119698403,0.5113409824519184,0.3629882811946112
60640,0.2875055978504254,0.4227405247813411,0.3333333333333333,0.6157635467980296,0.6122448979591838,0.4941429917867242,0.4170495350186058,0.3522775664345156
60641,0.2173458725182863,0.5510204081632653,0.6419753086419754,0.6321839080459771,0.5952380952380952,0.5845507382972044,0.5793800913410263,0.3983629819296563
60642,0.4055082848186296,0.1661807580174926,0.492063492063492,0.5665024630541872,0.4591836734693877,0.6496566581392218,0.3053835422380177,0.3554459135283236
60643,0.1221786833855799,0.3714285714285714,0.5000000000000001,0.603448275862069,0.5714285714285715,0.6894439208294065,0.4401984993544012,0.2811885913699906
60644,0.1196447230929989,0.491156462585034,0.2345679012345679,0.5862068965517242,0.3571428571428571,0.427112786679233,0.2998565409194091,0.209750632006204
60645,0.1102403343782654,0.9251700680272108,0.5185185185185185,0.6321839080459771,0.4761904761904763,0.8741753063147972,0.6283562824521167,0.369298308415191
60646,0.0,0.8877551020408162,0.7037037037037037,0.4310344827586207,0.4464285714285714,0.9996465598491991,0.5974251633060041,0.2987125816530021
60647,0.0493170622480967,0.8075801749271138,0.492063492063492,0.4433497536945813,0.2747252747252747,0.8043288003231462,0.429563335407047,0.2394401988275718
60649,0.1898902821316614,0.4612244897959182,0.0,0.2068965517241379,0.3571428571428571,0.4879830348727614,0.0603388055527457,0.1251145438422036
60651,0.1279668607254814,0.0721088435374149,0.2098765432098765,0.5172413793103449,0.5,0.5062609398141914,0.162261645003824,0.1451142528646527
60652,0.1715588486748361,0.3877551020408162,0.2996632996632997,0.3918495297805643,0.551948051948052,0.6586839174021079,0.285772119338503,0.2286654840066695
60653,0.2168234064785789,0.4013605442176869,0.3641975308641976,0.4597701149425287,0.3571428571428571,0.5554901036757777,0.2676374634988869,0.2422304349887329
60654,0.2168234064785789,0.4013605442176869,0.3641975308641976,0.4597701149425287,0.3571428571428571,0.5554901036757777,0.2676374634988869,0.2422304349887329
60655,0.1490595611285266,0.5510204081632653,1.0,1.0,1.0,0.9713713477851088,1.0,0.5745297805642633
60656,0.0,0.6632653061224489,0.1481481481481481,0.2586206896551724,0.9523809523809524,0.7734448633364753,0.4313105448705022,0.2156552724352511
60657,0.0,0.9251700680272108,0.7654320987654321,0.5172413793103449,0.6547619047619049,0.9696041470311028,0.7438878931452064,0.3719439465726032
60659,0.2037617554858934,0.7434402332361515,0.492063492063492,0.5665024630541872,0.6547619047619049,0.7829540864413631,0.5929035781886831,0.3983326668372883
60660,0.1462382445141065,0.8204081632653061,0.4814814814814814,0.2413793103448275,0.2857142857142857,0.7761545711592842,0.3593477853169275,0.2527930149155171
60661,0.1462382445141065,0.8204081632653061,0.4814814814814814,0.2413793103448275,0.2857142857142857,0.7761545711592842,0.3593477853169275,0.2527930149155171
60666,0.1462382445141065,0.8204081632653061,0.4814814814814814,0.2413793103448275,0.2857142857142857,0.7761545711592842,0.3593477853169275,0.2527930149155171
60707,0.0,0.5510204081632653,0.3333333333333333,0.0,0.0,0.8565032987747413,0.0079157766128568,0.0039578883064284
60827,0.136833855799373,0.1918367346938776,0.2592592592592592,0.5862068965517242,0.5714285714285715,0.6131008482563619,0.2774071671948039,0.2071205114970885
